Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP
AR489327204581244928,REX HIME FOR SENATE 2020,EIN ID 83-2524236,US,US-Federal,14,5700,5000,403000,9875,37600,130000,37500,1620000,21700,24000,52500,4300
AR489432207941697536,DIEHL FOR US SENATE,FEC ID C00637611,US,US-Federal,763,49900,43900,3537500,86800,329700,1141000,331000,14197500,190600,211050,462750,37900
AR489476188406808576,TRAUNER FOR THE PEOPLE OF WYOMING,FEC ID C00663146,US,US-Federal,7,8800,7700,621500,15250,57900,201000,58000,2497500,33500,37050,81000,6650
AR489541609348661248,COALICION CANARIA,,"DE, ES, EU, FR, IT, PL, PT, SE, SK",EU-Parliament,5462,20300,17900,1441750,35375,134400,465000,135000,5790000,77700,86025,188250,15450
AR489880258930016256,Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI,,"BE, DE, EU, GB, GR, LT, NL, PL",EU-Parliament,10622,23600,20750,1670750,41000,155700,539000,156500,6705000,90000,99675,218250,17900
AR490384385011351552,BILL SCHUETTE FOR GOVERNOR,EIN ID 82-2686740,US,US-Federal,6,35000,30800,2481750,60900,231300,801000,232500,9960000,133700,148050,324750,26600
AR490558107848540160,LAUREN UNDERWOOD FOR CONGRESS,FEC ID C00652719,US,US-Federal,98,33000,29050,2341750,57450,218300,756000,219500,9397500,126100,139650,306000,25100
AR490839582825250816,"FRIENDS OF DENVER RIGGLEMAN, INC.",FEC ID C00680488,US,US-Federal,42,125300,110200,8881750,217950,827900,2866000,831500,35655000,478500,529800,1161000,95200
AR490884387924082688,GREG FOR MONTANA,EIN ID 196-479-8335,US,US-Federal,1,100,100,9000,225,800,3000,1000,37500,500,525,1500,100
AR491489669075173376,JONI'S ROAST AND RIDE,FEC ID C00614198,US,US-Federal,2,700,600,46500,1150,4300,15000,4500,187500,2500,2775,6000,500
AR491816773784436736,DUFFY FOR WISCONSIN,EIN ID 36-4657895,US,US-Federal,1,100,150,10250,250,1000,3000,1000,45000,600,600,1500,100
AR491987472964648960,Kansas Republican Party,EIN ID 48-0290483,US,US-Federal,1,3200,2750,223500,5475,20800,72000,21000,900000,12000,13350,29250,2400
AR49205344366231552,NEXTGEN CLIMATE ACTION COMMITTEE,FEC ID C00547349,US,US-Federal,1960,763400,671750,54131250,1328275,5045900,17466000,5069000,217305000,2916100,3229125,7076250,580150
AR492636184825036800,FEINSTEIN FOR SENATE 2018,FEC ID C00539890,US,US-Federal,18,1000,900,71500,1750,6700,23000,6500,285000,3900,4275,9000,750
AR492704354545958912,FRIENDS OF JOHN BARRASSO,FEC ID C00436386,US,US-Federal,62,25500,22500,1811250,44450,168800,584000,169500,7275000,97600,108075,237000,19400
AR492809907662225408,BETO FOR TEXAS,FEC ID C00501197,US,US-Federal,220,1944000,1710750,137850500,3382600,12850000,44479000,12908500,553387500,7426200,8223225,18021000,1477450
AR494209585964384256,FLORIDA DEMOCRATIC LEGISLATIVE CAMPAIGN COMMITTEE,EIN ID 81-5009959,US,US-Federal,4,1800,1550,124250,3050,11600,40000,11500,495000,6700,7425,16500,1350
AR494327508586463232,Let's do it media SRL,,"EU, RO",EU-Parliament,2,0,0,500,25,0,0,0,0,0,0,0,0
AR494646092080611328,RE-ELECT MCGOVERN COMMITTEE,FEC ID C00285171,US,US-Federal,8,9200,8150,655750,16100,61100,212000,61500,2632500,35300,39075,85500,7050
AR494927567057321984,STEVE DAINES FOR MONTANA,FEC ID C00491357,US,US-Federal,341,7900,7000,562500,13800,52400,182000,52500,2257500,30300,33525,73500,6050
AR495061707475910656,DEMOCRATIC LEGISLATIVE CAMPAIGN COMMITTEE,EIN ID 52-1870839,US,US-Federal,1,700,600,49000,1200,4600,16000,4500,195000,2600,2925,6750,500
AR495298652231696384,EVOLVEDREAMSOFT SRL,,"ES, EU, GB, IT, RO",EU-Parliament,528,21100,18550,1494000,36650,139300,482000,140000,6000000,80500,89100,195000,16000
AR496110091812995072,JULIAN FOR THE FUTURE,FEC ID C00693044,US,US-Federal,27,25400,22400,1804000,44275,168200,582000,169000,7245000,97200,107625,235500,19350
AR497313507289595904,CUMMINGS FOR CONGRESS CAMPAIGN COMMITTEE,FEC ID C00310318,US,US-Federal,2,0,0,1750,50,200,1000,0,7500,100,75,0,0
AR497587285684912128,MARIAH PHILLIPS FOR CONGRESS,FEC ID C00639641,US,US-Federal,1,400,350,26500,650,2500,9000,2500,105000,1400,1575,3750,300
AR498286300202270720,TERESA TOMLINSON FOR SENATE,,US,US-Federal,2,0,50,2750,75,300,1000,500,15000,200,150,0,50
AR498439407196438528,Randy Boyd for Governor,EIN ID 41-1175482,US,US-Federal,2,26000,22900,1845250,45275,172000,595000,173000,7410000,99400,110100,241500,19800
AR498560353475493888,MISSOURI RISING,EIN ID 47-2105070,US,US-Federal,3,21900,19250,1552500,38100,144700,501000,145500,6232500,83600,92625,203250,16650
AR498742872405704704,MIKE BRAUN FOR INDIANA,FEC ID C00653147,US,US-Federal,54,83300,73350,5910250,145025,550900,1907000,553500,23722500,318400,352575,772500,63350
AR499149691707981824,FRIENDS OF KWAME RAOUL,EIN ID 02-0728717,US,US-Federal,1,4900,4250,344500,8450,32100,111000,32500,1380000,18600,20550,45000,3700
AR500691207010123776,RENACCI FOR SENATE,FEC ID C00466359,US,US-Federal,31,1100,950,76250,1875,7100,25000,7000,307500,4100,4575,9750,800
AR501122215568211968,"SMART MEDIA, LLC",EIN ID 80-0216301,US,US-Federal,13,1200,1000,82250,2025,7700,26000,7500,330000,4400,4875,10500,900
AR50173464354488320,BUILD THE WALL POLITICAL ACTION COMMITTEE,FEC ID C00666123,US,US-Federal,4,200,200,16000,400,1500,5000,1500,67500,900,975,2250,150
AR503031242631938048,SPD Landesverband Niedersachsen,,"DE, EU",EU-Parliament,1,100,50,4500,100,400,1000,500,15000,200,300,750,50
AR50331244273074176,SCOTT WALLACE FOR CONGRESS,FEC ID C00667097,US,US-Federal,16,39700,34900,2812000,69000,262100,907000,263500,11287500,151500,167775,367500,30150
AR50338116220747776,Bündnis 90/Die Grünen Landesverband RLP,,"DE, EU",EU-Parliament,181,4100,3600,291500,7150,27200,94000,27500,1170000,15700,17400,38250,3100
AR503512828724903936,SCHATZ FOR SENATE,FEC ID C00540732,US,US-Federal,2,200,200,15000,375,1400,5000,1500,60000,800,900,2250,150
AR504275614916673536,WEXTON FOR CONGRESS,FEC ID C00638023,US,US-Federal,29,25200,22200,1789250,43900,166800,577000,167500,7185000,96400,106725,234000,19200
AR50452190552129536,DEB FISCHER FOR US SENATE INC,FEC ID C00498907,US,US-Federal,46,48200,42400,3417250,83850,318600,1103000,320000,13717500,184100,203850,447000,36650
AR507019171305881600,OYSTER HELLAS ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,,"EU, GR",EU-Parliament,34,500,500,39000,950,3600,13000,3500,157500,2100,2325,5250,400
AR50710026028843008,KAMALA HARRIS FOR THE PEOPLE,FEC ID C00694455,US,US-Federal,1296,558400,491350,39593750,971550,3690800,12775000,3707500,158947500,2133000,2361900,5175750,424350
AR507446606451179520,SIXTEEN THIRTY FUND,EIN ID 26-4486735,US,US-Federal,66,30700,27050,2179000,53475,203100,703000,204000,8745000,117400,129975,285000,23350
AR507835283811598336,FRIENDS OF DICK DURBIN COMMITTEE,FEC ID C00148999,US,US-Federal,15,300,250,22000,550,2100,7000,2000,90000,1200,1350,3000,250
AR507877615009267712,EWERT FOR CONGRESS,FEC ID C00669671,US,US-Federal,5,2600,2250,183250,4500,17100,59000,17000,735000,9900,10950,24000,1950
AR508126654392958976,HICKENLOOPER 2020,FEC ID C00698258,US,US-Federal,63,74300,65350,5266750,129250,491000,1699000,493000,21142500,283700,314175,688500,56450
AR508705272387076096,SWEET FOR SENATE,EIN ID 84-2073304,US,US-Federal,8,1800,1550,124750,3050,11600,40000,11500,502500,6700,7425,16500,1350
AR50905189342773248,BERGMANFORCONGRESS,FEC ID C00614214,US,US-Federal,18,3600,3200,257750,6325,24000,83000,24000,1035000,13900,15375,33750,2750
AR509742386729975808,TREY FOR CONGRESS,FEC ID C00590463,US,US-Federal,5,7500,6550,529750,13000,49400,171000,49500,2130000,28500,31575,69000,5700
AR510296540590374912,HEWITT CAMPAIGNS INC,EIN ID 90-0145871,US,US-Federal,7,5400,4750,381500,9350,35600,123000,35500,1530000,20500,22725,49500,4100
AR510650583334518784,DEVIN NUNES CAMPAIGN COMMITTEE,FEC ID C00370056,US,US-Federal,30,9700,8500,684750,16800,63800,221000,64000,2745000,36900,40875,89250,7350
AR511070596776329216,COLORADANS FOR FAIRNESS,EIN ID 81-4420090,US,US-Federal,3,200,200,16500,400,1500,5000,1500,67500,900,975,2250,200
AR511110454072836096,Движение Да България,,"BG, EU",EU-Parliament,23,2000,1750,141250,3475,13200,46000,13000,570000,7600,8400,18750,1500
AR513164341793521664,Start Business Hellas Single Member P.C.,,"EU, GR",EU-Parliament,27,17300,15250,1228250,30150,114500,396000,115000,4927500,66200,73275,160500,13150
AR513592326694633472,RON NIRENBERG CAMPAIGN,EIN ID 81-3414564,US,US-Federal,38,3300,2900,235000,5775,21900,76000,22000,945000,12700,14025,30750,2500
AR513786390496935936,"ASCENSION MARKETING GROUP, INC.",EIN ID 46-3662173,US,US-Federal,2076,254300,223750,18029000,442400,1680600,5817000,1688000,72375000,971200,1075500,2357250,193250
AR514056045723648000,Komitet Wyborczy Wyborców Kukiz'15,,"EU, PL",EU-Parliament,577,600,550,46000,1125,4300,15000,4500,187500,2500,2775,6000,500
AR51457144179916800,ANN WAGNER FOR CONGRESS,FEC ID C00495846,US,US-Federal,25,84800,74600,6010750,147500,560300,1939000,563000,24127500,323800,358575,786000,64400
AR514650056880553984,MAGGIE TOULOUSE OLIVER FOR SENATE,FEC ID C00703256,US,US-Federal,5,200,200,14750,350,1400,5000,1500,60000,800,900,2250,150
AR515327905799077888,KATKO FOR CONGRESS,FEC ID C00556365,US,US-Federal,19,4800,4200,337500,8275,31500,109000,31500,1357500,18200,20100,44250,3600
AR515334777746751488,Lietuvos socaldemokratų darbo partija,,"EU, LT",EU-Parliament,10,4400,3850,309250,7600,28800,100000,29000,1245000,16700,18450,40500,3300
AR515631371008344064,"New Mexicans for Michelle, Inc.",EIN ID 81-4620747,US,US-Federal,29,3800,3350,268250,6575,25000,87000,25000,1080000,14500,15975,35250,2900
AR516497786171031552,CARE ACTION NOW INC,EIN ID 26-1728410,US,US-Federal,24,2700,2400,195000,4775,18200,63000,18500,780000,10500,11625,25500,2100
AR517579705612763136,LENA FOR CONGRESS,FEC ID C00641498,US,US-Federal,102,35200,30950,2495000,61225,232600,805000,233500,10012500,134400,148875,326250,26750
AR517997520031318016,DON BACON FOR CONGRESS,FEC ID C00575167,US,US-Federal,13,40000,35250,2838750,69650,264600,916000,266000,11392500,152900,169350,371250,30400
AR518134684106883072,FRIENDS OF MIKE LEE INC,FEC ID C00473827,US,US-Federal,12,600,550,43750,1075,4100,14000,4000,172500,2400,2625,6000,450
AR518359259356856320,THAD FOR CT TREASURER,EIN ID 82-1439164,US,US-Federal,2,7900,6950,558250,13700,52000,180000,52500,2242500,30100,33300,72750,6000
AR518705605519605760,TOM MACARTHUR FOR CONGRESS INC.,FEC ID C00557520,US,US-Federal,10,2200,1950,158500,3900,14800,51000,15000,637500,8500,9450,21000,1700
AR518712477467279360,UNIDAS PODEMOS CAMBIAR EUROPA,,"ES, EU",EU-Parliament,23,33100,29150,2348750,57625,218900,758000,220000,9427500,126500,140100,306750,25150
AR519097306537000960,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,,"CY, EU, GR",EU-Parliament,51,1100,1000,79250,1950,7400,26000,7500,315000,4300,4725,10500,850
AR519831505426448384,JOHN JAMES FOR SENATE INC,FEC ID C00651208,US,US-Federal,154,135500,119200,9606750,235725,895500,3100000,899500,38565000,517500,573075,1256250,102950
AR520910676089110528,Sozialdemokratische Partei Österreichs (SPÖ),,"AT, DE, EU",EU-Parliament,348,130300,114650,9238500,226700,861200,2981000,865000,37087500,497700,551100,1207500,99000
AR521133327193735168,INTEGRITY NJ,FEC ID C00671099,US,US-Federal,96,106500,93700,7551500,185300,703900,2437000,707000,30315000,406800,450450,987000,80950
AR522320249995919360,Flamesite s.r.o.,,"CZ, EU",EU-Parliament,235,1700,1550,123250,3025,11500,40000,11500,495000,6600,7350,15750,1300
AR523752363891097600,"POLITICAL MEDIA, INC.",EIN ID 34-2051122,US,US-Federal,5,4900,4300,344500,8450,32100,111000,32500,1380000,18600,20550,45000,3700
AR524270233867780096,REPUBLICAN PARTY OF TEXAS,FEC ID C00143743,US,US-Federal,4,13800,12150,978250,24000,91200,316000,91500,3930000,52700,58350,127500,10500
AR524335105053818880,PRIORITIES USA ACTION,FEC ID C00495861,US,US-Federal,278,445800,392300,31613000,775725,2946900,10200000,2960000,126907500,1703000,1885800,4132500,338800
AR524341977001492480,MARCHEWKOWE STUDIO Tomasz Zwoliński,,"EU, PL",EU-Parliament,39,900,800,66250,1625,6200,21000,6000,270000,3600,3975,9000,700
AR524572049809604608,mmb media agentur d.o.o.,,"AT, CZ, DE, EU, GB, HR, IT",EU-Parliament,1549,7100,6250,503250,12350,46900,162000,47000,2017500,27100,30000,66000,5400
AR52536314842578944,Liberaalipuolue - Vapaus valita r.p.,,"EU, FI",EU-Parliament,176,700,650,52250,1275,4900,17000,5000,210000,2800,3150,6750,550
AR525504985425772544,ROB WOODALL FOR CONGRESS,FEC ID C00482307,US,US-Federal,12,8400,7400,595750,14625,55500,192000,56000,2392500,32100,35550,78000,6400
AR525570406367625216,Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.,,"EU, FI",EU-Parliament,83,28400,25000,2015000,49450,187800,650000,188500,8085000,108500,120225,263250,21600
AR525909055948980224,SME RODINA - Boris Kollár,,"EU, SK",EU-Parliament,4,4300,3750,303750,7450,28300,98000,28500,1222500,16400,18150,39750,3250
AR526793613053526016,BUCK FOR COLORADO,FEC ID C00573378,US,US-Federal,70,19000,16750,1349250,33100,125800,435000,126500,5415000,72700,80475,176250,14450
AR52703990365814784,COMMITTEE TO ELECT ENOCH,FEC ID C00667279,US,US-Federal,15,600,500,39500,975,3700,13000,3500,157500,2100,2325,5250,400
AR52715810115813376,ROMANOFF FOR COLORADO,FEC ID C00696724,US,US-Federal,3,200,200,17000,425,1600,5000,1500,67500,900,975,2250,200
AR528016269983612928,MAJORITY FORWARD,FEC ID C90016098,US,US-Federal,24,366900,322850,26014500,638350,2425000,8394000,2436000,104430000,1401400,1551825,3400500,278800
AR528773833495150592,"GAYNOR FOR SECRETARY OF STATE, LLC",EIN ID 82-4581627,US,US-Federal,6,800,750,59250,1450,5500,19000,5500,240000,3200,3525,7500,650
AR529255694466023424,CHRIS COONS FOR DELAWARE,FEC ID C00475392,US,US-Federal,4,400,350,29500,725,2700,9000,3000,120000,1600,1725,3750,300
AR530356305605427200,Mediabrands Digital OÜ,,"EE, ES, EU, PL, RO",EU-Parliament,460,5100,4450,358250,8800,33400,116000,33500,1440000,19300,21375,46500,3850
AR530571535006564352,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,FEC ID C90008673,US,US-Federal,5,1100,950,78000,1925,7300,25000,7500,315000,4200,4650,10500,850
AR530956364076285952,PINGREE FOR CONGRESS,FEC ID C00433391,US,US-Federal,8,32200,28350,2283500,56025,212900,737000,214000,9165000,123000,136200,298500,24450
AR531090504494874624,LCV VICTORY FUND,FEC ID C00486845,US,US-Federal,8,6500,5700,458250,11250,42700,148000,43000,1837500,24700,27300,60000,4900
AR532260384866828288,EMPOWERING WELLNESS INC.,FEC ID C90017823,US,US-Federal,12,3100,2700,218250,5350,20300,70000,20500,877500,11800,13050,28500,2350
AR532504751326101504,Δημήτριος Καιρίδης,,"DE, EU, GB, GR",EU-Parliament,353,1400,1200,96750,2375,9000,31000,9000,390000,5200,5775,12750,1050
AR532605081762136064,TEXANS FOR SENATOR JOHN CORNYN INC,FEC ID C00369033,US,US-Federal,24,15100,13350,1073750,26350,100100,346000,100500,4312500,57800,64050,140250,11500
AR533885463052681216,REFORMING AMERICAS TAXES EQUITABLY,EIN ID 45-2850524,US,US-Federal,1,4200,3700,296250,7275,27600,96000,27500,1192500,16000,17700,39000,3150
AR5339228464480256,ELLISON FOR ATTORNEY GENERAL,EIN ID 83-0780684,US,US-Federal,21,18500,16250,1310000,32150,122100,423000,122500,5257500,70600,78150,171000,14050
AR534468204215402496,SIERRA CLUB,EIN ID 94-1153307,US,US-Federal,3,10000,8800,708500,17375,66100,229000,66500,2842500,38200,42300,93000,7600
AR534512184680513536,LATINO VICTORY FUND,FEC ID C00562777,US,US-Federal,28,1500,1300,105250,2575,9800,34000,10000,420000,5700,6300,13500,1150
AR535217521389731840,"Perussuomalaiset r.p., Sannfinländarna r.p.",,"DE, ES, EU, FI, SE",EU-Parliament,46,14700,12950,1044750,25625,97400,337000,98000,4192500,56300,62325,136500,11200
AR535547374878064640,CELESTE CAIRNS FOR CONGRESS,FEC ID C00698431,US,US-Federal,1,900,850,66750,1650,6200,22000,6500,270000,3600,3975,9000,700
AR535594104122245120,VAL DEMINGS FOR CONGRESS,FEC ID C00590489,US,US-Federal,1,11600,10200,820250,20125,76500,265000,77000,3292500,44200,48900,107250,8800
AR536202683808219136,"NEW DAY MEDIA SERVICES, LLC",EIN ID 27-2479319,US,US-Federal,150,43400,38150,3074250,75425,286600,992000,288000,12345000,165600,183375,402000,32950
AR536304388633788416,KINZINGER FOR CONGRESS,FEC ID C00458877,US,US-Federal,5,4000,3550,286750,7050,26700,93000,27000,1155000,15500,17100,37500,3050
AR536546281191899136,High Ground Political Fund,EIN ID 83-1577980,US,US-Federal,35,18700,16450,1325500,32525,123600,428000,124000,5317500,71400,79050,173250,14200
AR536700762575601664,Bharatiya Janata Party,,IN,IN-General,12014,2581300,2271500,183036750,4491375,17062100,59059000,17139500,734782500,9860400,10918725,23928000,1961750
AR536720004029087744,"STEIL FOR WISCONSIN, INC.",FEC ID C00677286,US,US-Federal,140,101900,89650,7226000,177300,673600,2332000,676500,29010000,389300,431025,945000,77450
AR537111705046482944,POR UN MUNDO MÁS JUSTO,,"ES, EU",EU-Parliament,1,500,400,33500,825,3100,11000,3000,135000,1800,2025,4500,350
AR537556732377825280,AMERICANS FOR POLICE AND TROOPER SAFETY,FEC ID C00656314,US,US-Federal,14,2000,1750,139250,3425,13000,45000,13000,562500,7500,8325,18000,1500
AR537845903935930368,DR KIM SCHRIER FOR CONGRESS,FEC ID C00652628,US,US-Federal,16,12400,10850,875750,21500,81600,283000,82000,3517500,47200,52275,114750,9400
AR539388793627607040,YOUNG KIM FOR CONGRESS,EIN ID 80-0940074,US,US-Federal,3,200,150,11500,275,1100,4000,1000,45000,600,675,1500,100
AR53945888749387776,Unitas,,"BE, EU, FR, NL",EU-Parliament,121,24500,21600,1739250,42675,162100,561000,163000,6982500,93700,103725,227250,18650
AR54008835790077952,TURPIN FOR SENATE,EIN ID 83-4006153,US,US-Federal,6,1400,1250,99000,2425,9200,32000,9500,397500,5300,5925,12750,1050
AR541269233389010944,PRIORITIES USA,EIN ID 47-4596232,US,US-Federal,9,99900,87900,7082500,173800,660200,2285000,663000,28432500,381500,422475,926250,75900
AR542175780726112256,"Bell Media, LLC",EIN ID 46-3730551,US,US-Federal,2,1200,1050,86500,2125,8100,28000,8000,345000,4700,5175,11250,950
AR542349503563300864,TULSI FOR HAWAI'I,FEC ID C00497396,US,US-Federal,4,200,150,14000,350,1300,5000,1500,60000,800,825,1500,150
AR543584804877107200,Sociowash,,IN,IN-General,2,1100,1000,81500,2000,7600,26000,7500,330000,4400,4875,10500,850
AR544049348539842560,SOUTH CAROLINA SENATE REPUBLICAN CAUCUS,EIN ID 57-1104282,US,US-Federal,3,100,50,4750,125,500,2000,500,22500,300,300,750,50
AR54488497737695232,REPUBLICAN PARTY OF IOWA,EIN ID 42-0489295,US,US-Federal,2,6800,6000,482250,11825,45000,156000,45000,1935000,26000,28800,63000,5150
AR545018293161820160,"COBOLT, s.r.o.",,"EU, SK",EU-Parliament,3,100,100,9500,225,900,3000,1000,37500,500,600,1500,100
AR545372610783870976,Hindsoft Technology Pvt Ltd,,IN,IN-General,3,400,350,27500,675,2600,9000,2500,112500,1500,1650,3750,300
AR546270911783763968,BERWICK TECH PRIVATE LIMITED,,IN,IN-General,1,0,0,1750,50,200,1000,0,7500,100,75,0,0
AR546806373946490880,Guild King Pvt Ltd,,IN,IN-General,75,3400,3000,242250,5950,22600,78000,22500,975000,13000,14475,31500,2600
AR547126881585987584,YOUGOV AMERICA INC.,EIN ID 98-0547173,US,US-Federal,77,1900,1700,137500,3375,12800,44000,13000,555000,7400,8175,18000,1450
AR547139251091800064,Eesti Reformierakond,,"EE, EU",EU-Parliament,3,1300,1150,91750,2250,8600,30000,8500,367500,4900,5475,12000,1000
AR547189553748770816,ALLIANCE FOR A BETTER MINNESOTA ACTION FUND,EIN ID 26-1093792,US,US-Federal,11,47600,41850,3373000,82775,314400,1088000,316000,13537500,181700,201225,441000,36150
AR54815602446958592,Digitant Consulting Pvt Ltd,,IN,IN-General,77,215600,189750,15290500,375200,1425300,4934000,1432000,61380000,823700,912150,1998750,163900
AR548252781492830208,KIM REYNOLDS FOR IOWA,EIN ID 46-1091408,US,US-Federal,2,200,200,15500,375,1400,5000,1500,60000,800,900,2250,150
AR548585933516046336,ZELDIN FOR CONGRESS,FEC ID C00552547,US,US-Federal,49,63000,55450,4469250,109675,416600,1442000,418500,17940000,240800,266625,584250,47900
AR550519149835583488,RankUp Robert Anacki,,"EU, PL",EU-Parliament,8,700,650,52000,1275,4800,17000,5000,210000,2800,3075,6750,550
AR550941087422742528,AMERICAN VALUES PAC INC.,FEC ID C00623371,US,US-Federal,5,41600,36600,2948000,72325,274800,951000,276000,11835000,158800,175875,385500,31600
AR551182979980853248,BETSY DIRKSEN LONDRIGAN FOR CONGRESS,FEC ID C00649483,US,US-Federal,9,12000,10550,848500,20825,79100,274000,79500,3405000,45700,50625,111000,9100
AR551356702818041856,JAIME FOR CONGRESS,FEC ID C00472704,US,US-Federal,17,8200,7250,584000,14325,54400,188000,54500,2347500,31500,34875,76500,6250
AR551899861562163200,CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS INC.,FEC ID C90014838,US,US-Federal,84,57400,50550,4072750,99925,379600,1314000,381500,16350000,219400,242925,532500,43650
AR552482602724884480,INDIANA DEMOCRATIC PARTY,EIN ID 35-0408850,US,US-Federal,7,3300,2900,232250,5700,21700,75000,22000,930000,12500,13875,30000,2500
AR55265852458532864,WEST VIRGINIAS FUTURE PAC,EIN ID 47-5241081,US,US-Federal,14,8600,7550,608000,14925,56700,196000,57000,2437500,32700,36300,79500,6500
AR55282894888763392,BIDEN FOR PRESIDENT,EIN ID 83-4318873,US,US-Federal,74,228400,200950,16192750,397350,1509400,5225000,1516500,65002500,872300,965925,2116500,173550
AR55545128411987968,PERLMUTTER FOR CONGRESS,FEC ID C00410639,US,US-Federal,17,4300,3750,302750,7425,28200,98000,28500,1215000,16300,18075,39750,3250
AR556939473108074496,Socialdemokratiet Sønderborg kreds,,"CZ, DE, DK, EU, NL",EU-Parliament,203,11500,10100,815500,20025,76000,263000,76500,3277500,43900,48675,106500,8750
AR557107148631310336,CALIFORNIA REAL ESTATE POLITICAL ACTION COMMITTEE/FEDERAL -  CALIFORNIA ASSOCIATION OF REALTORS,FEC ID C00083279,US,US-Federal,2,85000,74850,6030500,147975,562100,1946000,564500,24210000,324900,359700,788250,64650
AR557664051270778880,MARKEY COMMITTEE; THE,FEC ID C00196774,US,US-Federal,6,1800,1550,126000,3100,11800,41000,12000,502500,6800,7500,16500,1350
AR559092041997352960,"GREEN DAY, s. r. o.",,"EU, SK",EU-Parliament,1,100,50,4750,125,400,2000,500,22500,300,300,750,50
AR559248997282217984,KRISTI FOR CONGRESS,FEC ID C00476853,US,US-Federal,6,900,850,67250,1650,6300,22000,6500,270000,3600,3975,9000,700
AR55960743807287296,FRIENDS OF MARIA,FEC ID C00349506,US,US-Federal,20,174300,153350,12358500,303250,1152000,3988000,1157500,49612500,665800,737250,1615500,132450
AR55967615754960896,NEW GEN PUBLISHING SRL,,"EU, RO",EU-Parliament,105,9400,8300,669750,16425,62400,216000,62500,2692500,36100,39975,87750,7200
AR559948286677483520,NEWSOM FOR CALIFORNIA GOVERNOR 2018,EIN ID 47-3030928,US,US-Federal,5,45500,40050,3226750,79175,300800,1041000,302000,12952500,173800,192525,421500,34600
AR560370774020456448,UNIDAS PODEMOS IZQUIERDA UNIDA MADRID EN PIE,,"ES, EU",EU-Parliament,21,23500,20650,1663750,40825,155100,537000,156000,6682500,89600,99225,217500,17850
AR560515634677415936,FRIENDS OF RENEE HOAGENSON,FEC ID C00636621,US,US-Federal,12,5700,5050,406500,9975,37900,131000,38000,1635000,21900,24225,53250,4350
AR561489801979625472,"ANDY BARR FOR CONGRESS, INC.",FEC ID C00467571,US,US-Federal,58,31400,27650,2228750,54700,207800,719000,208500,8947500,120100,132975,291000,23900
AR561610748258680832,NATIONAL ASSOCIATION FOR GUN RIGHTS INC PAC,FEC ID C00481200,US,US-Federal,4,1200,1100,88250,2175,8200,28000,8500,352500,4800,5250,11250,950
AR561937852967944192,Česká Produkční Social Media s.r.o.,,"CZ, EU",EU-Parliament,60,8400,7350,593750,14575,55300,192000,55500,2385000,32000,35400,77250,6350
AR56197688563073024,DOPRAVA,,"CZ, EU, SK",EU-Parliament,14,12400,10950,881000,21625,82100,284000,82500,3540000,47500,52575,115500,9450
AR562439780026023936,"Semcasting, INC.",EIN ID 27-0969578,US,US-Federal,2,2000,1800,144500,3550,13500,47000,13500,577500,7800,8625,18750,1550
AR562441979049279488,HOLDEN 2018,FEC ID C00649079,US,US-Federal,7,1400,1200,96000,2350,9000,31000,9000,382500,5200,5700,12750,1050
AR562615701886468096,LISA BROWN FOR CONGRESS,FEC ID C00654400,US,US-Federal,46,125000,109950,8861000,217425,826000,2859000,829500,35572500,477400,528600,1158750,94950
AR56264209016553472,KATIE HILL FOR CONGRESS,FEC ID C00634212,US,US-Federal,94,173300,152550,12291250,301600,1145700,3966000,1151000,49342500,662100,733200,1606500,131750
AR562822410072489984,DIGITAL COMMUNICATIONS LLC,EIN ID 46-4630306,US,US-Federal,117,13100,11550,930000,22825,86700,300000,87000,3735000,50100,55500,121500,9950
AR563748473740984320,HLAS ĽUDU,,"EU, SK",EU-Parliament,24,2300,2050,166250,4075,15500,54000,15500,667500,9000,9900,21750,1800
AR564078052351410176,MARK HARRIS FOR CONGRESS,FEC ID C00649236,US,US-Federal,25,20000,17600,1417500,34775,132100,457000,132500,5692500,76400,84525,185250,15200
AR564693778862964736,VALADAO FOR CONGRESS,FEC ID C00499392,US,US-Federal,98,43100,37900,3053500,74925,284600,985000,286000,12255000,164500,182175,399000,32750
AR564867501700153344,BOB HUGIN FOR SENATE INC,FEC ID C00671305,US,US-Federal,30,543500,478300,38541250,945725,3592700,12436000,3609000,154717500,2076300,2299125,5038500,413100
AR564955737508282368,COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS,,"ES, EU",EU-Parliament,48,7400,6500,522000,12800,48700,168000,49000,2092500,28100,31125,68250,5600
